United States,Jun 27 2021,33454688
United States,Jun 28 2021,33465297
United States,Jun 29 2021,33480998
United States,Jun 30 2021,33492659
United States,Jul  1 2021,33511371
United States,Jul  2 2021,33528308
United States,Jul  3 2021,33541544
United States,Jul  4 2021,33552031
United States,Jul  5 2021,33561307
United States,Jul  6 2021,33581406
United States,Jul  7 2021,33604197
United States,Jul  8 2021,33788043
United States,Jul  9 2021,33815792
United States,Jul 10 2021,33836721
United States,Jul 11 2021,33853445
United States,Jul 12 2021,33882711
United States,Jul 13 2021,33917897
United States,Jul 14 2021,33956497
United States,Jul 15 2021,33997316
United States,Jul 16 2021,34039816
United States,Jul 17 2021,34072209
United States,Jul 18 2021,34100596
United States,Jul 19 2021,34146052
United States,Jul 20 2021,34197275
United States,Jul 21 2021,34259007
United States,Jul 22 2021,34331156
United States,Jul 23 2021,34401255
United States,Jul 24 2021,34455360
United States,Jul 25 2021,34498904
United States,Jul 26 2021,34570364
United States,Jul 27 2021,34656687
United States,Jul 28 2021,34746403
United States,Jul 29 2021,34846327
United States,Jul 30 2021,34951800
United States,Jul 31 2021,35033085
United States,Aug  1 2021,35095058
United States,Aug  2 2021,35197671
United States,Aug  3 2021,35308713
United States,Aug  4 2021,35436805
United States,Aug  5 2021,35565791
United States,Aug  6 2021,35700189
United States,Aug  7 2021,35821142
United States,Aug  8 2021,35918727
United States,Aug  9 2021,36012295
United States,Aug 10 2021,36148718
United States,Aug 11 2021,36293550
United States,Aug 12 2021,36446105
United States,Aug 13 2021,36593482
United States,Aug 14 2021,36734285
United States,Aug 15 2021,36845754
United States,Aug 16 2021,36955341
United States,Aug 17 2021,37106388
United States,Aug 18 2021,37275276
United States,Aug 19 2021,37451134
United States,Aug 20 2021,37620550
United States,Aug 21 2021,37765696
United States,Aug 22 2021,37893515
United States,Aug 23 2021,38010068
United States,Aug 24 2021,38173818
United States,Aug 25 2021,38352110
United States,Aug 26 2021,38539601
United States,Aug 27 2021,38722748
United States,Aug 28 2021,38876263
United States,Aug 29 2021,38995363
United States,Aug 30 2021,39128864
United States,Aug 31 2021,39306288
United States,Sep  1 2021,39505363
United States,Sep  2 2021,39687950
United States,Sep  3 2021,39871871
United States,Sep  4 2021,40016743
United States,Sep  5 2021,40142517
United States,Sep  6 2021,40252413
United States,Sep  7 2021,40370256
United States,Sep  8 2021,40541496
United States,Sep  9 2021,40726427
United States,Sep 10 2021,40898491
United States,Sep 11 2021,41054253
United States,Sep 12 2021,41170986
United States,Sep 13 2021,41283479
United States,Sep 14 2021,41446481
United States,Sep 15 2021,41610446
United States,Sep 16 2021,41778446
United States,Sep 17 2021,41936729
United States,Sep 18 2021,42062472
United States,Sep 19 2021,42160085
United States,Sep 20 2021,42252426
United States,Sep 21 2021,42387765
United States,Sep 22 2021,42520346
United States,Sep 23 2021,42657437
United States,Sep 24 2021,42791068
United States,Sep 25 2021,42889289
United States,Sep 26 2021,42967165
United States,Sep 27 2021,43069696
United States,Sep 28 2021,43186772
United States,Sep 29 2021,43303857
United States,Sep 30 2021,43427509
United States,Oct  1 2021,43549149
United States,Oct  2 2021,43632894
United States,Oct  3 2021,43701509
United States,Oct  4 2021,43787967
United States,Oct  5 2021,43892933
United States,Oct  6 2021,44010160
United States,Oct  7 2021,44123295
United States,Oct  8 2021,44231657
United States,Oct  9 2021,44303407
United States,Oct 10 2021,44363905
United States,Oct 11 2021,44438533
United States,Oct 12 2021,44529143
United States,Oct 13 2021,44626318
United States,Oct 14 2021,44723566
United States,Oct 15 2021,44815459
United States,Oct 16 2021,44879947
United States,Oct 17 2021,44929539
United States,Oct 18 2021,44999110
United States,Oct 19 2021,45080190
United States,Oct 20 2021,45156827
United States,Oct 21 2021,45244583
United States,Oct 22 2021,45326310
United States,Oct 23 2021,45360388
United States,Oct 24 2021,45386435
United States,Oct 25 2021,45475453
United States,Oct 26 2021,45577985
United States,Oct 27 2021,45662217
United States,Oct 28 2021,45765973
United States,Oct 29 2021,45854072
United States,Oct 30 2021,45886052
United States,Oct 31 2021,45908881
United States,Nov  1 2021,46032176
United States,Nov  2 2021,46107101
United States,Nov  3 2021,46185747
United States,Nov  4 2021,46274646
United States,Nov  5 2021,46364097
United States,Nov  6 2021,46396763
United States,Nov  7 2021,46425201
United States,Nov  8 2021,46547838
United States,Nov  9 2021,46630856
United States,Nov 10 2021,46724068
United States,Nov 11 2021,46797930
United States,Nov 12 2021,46920153
United States,Nov 13 2021,46985829
United States,Nov 14 2021,47016535
United States,Nov 15 2021,47155669
United States,Nov 16 2021,47253878
United States,Nov 17 2021,47359101
United States,Nov 18 2021,47483480
United States,Nov 19 2021,47597623
United States,Nov 20 2021,47640465
United States,Nov 21 2021,47676852
United States,Nov 22 2021,47827599
United States,Nov 23 2021,47928561
United States,Nov 24 2021,48035143
United States,Nov 25 2021,48107285
United States,Nov 26 2021,48189109
United States,Nov 27 2021,48239397
United States,Nov 28 2021,48293523
United States,Nov 29 2021,48391417
United States,Nov 30 2021,48512527
United States,Dec  1 2021,48645599
United States,Dec  2 2021,48789571
United States,Dec  3 2021,48941115
United States,Dec  4 2021,49005992
United States,Dec  5 2021,49059830
United States,Dec  6 2021,49247710
United States,Dec  7 2021,49374034
United States,Dec  8 2021,49503978
United States,Dec  9 2021,49641521
United States,Dec 10 2021,49775995
United States,Dec 11 2021,49838155
United States,Dec 12 2021,49895066
United States,Dec 13 2021,50085225
United States,Dec 14 2021,50211548
United States,Dec 15 2021,50359121
United States,Dec 16 2021,50522331
United States,Dec 17 2021,50683597
United States,Dec 18 2021,50770360
United States,Dec 19 2021,50873399
United States,Dec 20 2021,51142297
United States,Dec 21 2021,51351148
United States,Dec 22 2021,51593968
United States,Dec 23 2021,51873890
United States,Dec 24 2021,52114245
United States,Dec 25 2021,52240382
United States,Dec 26 2021,52453490
United States,Dec 27 2021,52926740
United States,Dec 28 2021,53329001
United States,Dec 29 2021,53816831
United States,Dec 30 2021,54415533
United States,Dec 31 2021,54881798
United States,Jan  1 2022,55170468
United States,Jan  2 2022,55579537
United States,Jan  3 2022,56507720
United States,Jan  4 2022,57242404
United States,Jan  5 2022,57956862
