United States,Dec  5 2021,812271,1607629
United States,Dec  6 2021,1270507,1596930.14
United States,Dec  7 2021,1923144,1605751.29
United States,Dec  8 2021,2029181,1618436.57
United States,Dec  9 2021,1898670,1600825.14
United States,Dec 10 2021,1837840,1589712.86
United States,Dec 11 2021,1295444,1581008.14
United States,Dec 12 2021,803818,1579800.57
United States,Dec 13 2021,1339518,1589659.29
United States,Dec 14 2021,1951236,1593672.43
United States,Dec 15 2021,2097778,1603472
United States,Dec 16 2021,2073194,1628404
United States,Dec 17 2021,1976048,1648148
United States,Dec 18 2021,1465862,1672493.43
United States,Dec 19 2021,1031487,1705017.57
United States,Dec 20 2021,1542172,1733968.14
United States,Dec 21 2021,2177922,1766351.86
United States,Dec 22 2021,2380715,1806771.43
United States,Dec 23 2021,2371502,1849386.86
United States,Dec 24 2021,1763193,1818979
United States,Dec 25 2021,940134,1743875
United States,Dec 26 2021,961082,1733817.14
United States,Dec 27 2021,1693671,1755459.86
United States,Dec 28 2021,2280402,1770099.86
United States,Dec 29 2021,2301394,1758768.29
United States,Dec 30 2021,2317452,1751046.86
United States,Dec 31 2021,1983849,1782569.14
United States,Jan  1 2022,1236258,1824872.57
United States,Jan  2 2022,1320418,1876206.29
United States,Jan  3 2022,2190984,1947251
United States,Jan  4 2022,2877106,2032494.43
United States,Jan  5 2022,3129458,2150789.29
United States,Jan  6 2022,3113757,2264547.14
United States,Jan  7 2022,2839487,2386781.14
United States,Jan  8 2022,2151656,2517552.29
United States,Jan  9 2022,1620271,2560388.43
United States,Jan 10 2022,2065477,2542458.86
United States,Jan 11 2022,2617793,2505414.14
United States,Jan 12 2022,2843780,2464603
United States,Jan 13 2022,2949043,2441072.43
United States,Jan 14 2022,2759461,2429640.14
United States,Jan 15 2022,2016254,2410297
United States,Jan 16 2022,1347066,2371267.71
United States,Jan 17 2022,1682696,2316584.71
United States,Jan 18 2022,2527986,2303755.14
United States,Jan 19 2022,2899820,2311760.86
United States,Jan 20 2022,2743204,2282355.29
United States,Jan 21 2022,2423152,2234311.14
United States,Jan 22 2022,1712608,2190933.14
United States,Jan 23 2022,1118931,2158342.43
United States,Jan 24 2022,1501719,2132488.57
United States,Jan 25 2022,1877115,2039507
United States,Jan 26 2022,2031295,1915432
United States,Jan 27 2022,1990683,1807929
United States,Jan 28 2022,1837812,1724309
United States,Jan 29 2022,1194812,1650338.14
United States,Jan 30 2022,745610,1597006.57
United States,Jan 31 2022,1219167,1556642
United States,Feb  1 2022,1756748,1539446.71
United States,Feb  2 2022,1873543,1516910.71
United States,Feb  3 2022,1585569,1459037.29
United States,Feb  4 2022,1466020,1405924.14
United States,Feb  5 2022,1109596,1393750.43
United States,Feb  6 2022,621598,1376034.43
United States,Feb  7 2022,1210604,1374811.14
United States,Feb  8 2022,1615113,1354577.57
United States,Feb  9 2022,1538545,1306720.71
United States,Feb 10 2022,1435868,1285334.86
United States,Feb 11 2022,1376322,1272520.86
United States,Feb 12 2022,875174,1239032
United States,Feb 13 2022,493839,1220780.71
United States,Feb 14 2022,967840,1186100.14
United States,Feb 15 2022,1543587,1175882.14
United States,Feb 16 2022,1609445,1186010.71
United States,Feb 17 2022,1487097,1193329.14
United States,Feb 18 2022,1347216,1189171.14
United States,Feb 19 2022,882817,1190263
United States,Feb 20 2022,449088,1183870
United States,Feb 21 2022,685351,1143514.43
United States,Feb 22 2022,1079635,1077235.57
United States,Feb 23 2022,1064610,999402
United States,Feb 24 2022,893672,914627
United States,Feb 25 2022,758075,830464
United States,Feb 26 2022,394832,760751.86
United States,Feb 27 2022,N/A,N/A
United States,Feb 28 2022,N/A,N/A
